tanggal_transaksi,nama_produk,kategori,total_pengeluaran
2016-10-01,vargini,Lain-lain,38000.0
2016-10-01,public provident fund,Lain-lain,1900000.0
2016-10-05,rd,Lain-lain,190000.0
2016-10-05,mutual fund,Lain-lain,190000.0
2016-10-07,1 month subscription,Tagihan/Utilitas,37810.0
2016-10-08,razor,Lain-lain,33060.0
2016-10-09,mosambi 1kg+ gavar pav kilo+lemon 3 + kothimbir,Makanan/Minuman,17100.0
2016-10-09,permanent residence to hospital to n fro,Transportasi,15200.0
2016-10-09,medicine,Kesehatan,7600.0
2016-10-09,scratch guard ipad,Lain-lain,47310.0
2016-10-10,mutual fund,Lain-lain,190000.0
2016-10-10,rd,Lain-lain,190000.0
2016-10-10,apple half kg+ mixer repair+flowers,Makanan/Minuman,19000.0
2016-10-12,coconut,Makanan/Minuman,28500.0
2016-10-13,scratch guard ipad,Lain-lain,47310.0
2016-10-14,sugar + biscuits,Makanan/Minuman,22800.0
2016-10-15,grocery,Makanan/Minuman,81700.0
2016-10-17,butter + paneer + pav+batate+tamate,Makanan/Minuman,40850.0
2016-10-22,khari,Makanan/Minuman,6650.0
2016-10-22,pav vada,Makanan/Minuman,3800.0
2016-10-24,popcorn+mehndi+mosambi+orange+all out refill,Makanan/Minuman,60800.0
2016-10-25,egg roll,Makanan/Minuman,4750.0
2016-10-26,medicine,Kesehatan,117230.0
2016-10-27,undated planner - june shop,Lain-lain,212648.0
2016-10-27,mehndi,Makanan/Minuman,4750.0
2016-10-27,mobile service provider,Tagihan/Utilitas,47690.0
2016-10-27,apple + mosambi 1kg each,Makanan/Minuman,32300.0
2016-10-28,permanent residence to pathology,Transportasi,7600.0
2016-10-28,syrup+tablet+ mortein refill,Kesehatan,41990.0
2016-10-31,mi band 5 ( bhaiduj gift),Lain-lain,379810.0
2016-11-01,public provident fund,Lain-lain,1900000.0
2016-11-01,mosambi 1kg,Makanan/Minuman,9500.0
2016-11-01,firecracker,Lain-lain,85500.0
2016-11-02,cutting + shaving,Lain-lain,15200.0
2016-11-03,medicine,Kesehatan,133000.0
2016-11-03,cake + happy birthday letters,Lain-lain,89300.0
2016-11-03,butter + frozen vatana+ 9 pan,Makanan/Minuman,45600.0
2016-11-04,firecracker,Lain-lain,9500.0
2016-11-05,mutual fund,Lain-lain,190000.0
2016-11-05,rd,Lain-lain,190000.0
2016-11-05,permanent residence to hospital,Transportasi,5700.0
2016-11-07,ice cream,Makanan/Minuman,8550.0
2016-11-08,1 month subscription,Tagihan/Utilitas,37810.0
2016-11-09,gulal,Lain-lain,1900.0
2016-11-10,mutual fund,Lain-lain,190000.0
2016-11-10,rd,Lain-lain,190000.0
2016-11-10,life insurance,Lain-lain,2144340.0
2016-11-10,permanent residence to bandhu prem,Transportasi,7600.0
2016-11-12,bombay vada pav,Makanan/Minuman,1900.0
2016-11-12,mouth fresh,Kesehatan,10450.0
2016-11-14,veer travels - brc to place 2 ( 2 adults),Transportasi,342000.0
2016-11-14,kabra travels - place 2 to brc (2 adults),Transportasi,885780.0
2016-11-15,apple + mosambi 1kg each,Makanan/Minuman,34200.0
2016-11-15,flowers,Lain-lain,1900.0
2016-11-15,lemons,Makanan/Minuman,3800.0
2016-11-17,single pav vada,Makanan/Minuman,1900.0
2016-11-19,"3 parathe , 1 hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",Makanan/Minuman,206530.0
2016-11-19,within city,Transportasi,9500.0
2016-11-19,two water bottles,Makanan/Minuman,7600.0
2016-11-19,sayaji baug express (50/adult),Lain-lain,19000.0
2016-11-19,ola auto - brc,Transportasi,7600.0
2016-11-19,place t to brc,Transportasi,17860.0
2016-11-19,"puja saman (150 for 5 nariyal, 400 for 1kg sweets and 190 for rest)",Lain-lain,140600.0
2016-11-19,lemon juice ( 20/person),Makanan/Minuman,7600.0
2016-11-19,poppins,Makanan/Minuman,380.0
2016-11-19,share jeep - place t base to top (50/person),Transportasi,19000.0
2016-11-19,share auto - place h to place t base (20/person),Transportasi,7600.0
2016-11-19,bus - brc to place h ( 27/person),Transportasi,10260.0
2016-11-19,share jeep - place t top to base (50/person),Transportasi,19000.0
2016-11-19,ropeway place t to and fro (169/person),Transportasi,64220.0
2016-11-19,within city,Transportasi,15200.0
2016-11-20,locality v to permanent residence,Transportasi,9500.0
2016-11-21,within city,Transportasi,9500.0
2016-11-21,strepsils,Kesehatan,2850.0
2016-11-21,within city,Transportasi,13300.0
2016-11-25,mobile service provider recharge wfh,Tagihan/Utilitas,47690.0
2016-11-28,flour mill,Lain-lain,1520.0
2016-11-28,metz 32 inch tv,Belanja,3895000.0
2016-11-28,mava 1 large,Makanan/Minuman,3800.0
2016-11-29,himalaya shampoo,Lain-lain,11400.0
2016-11-30,mobile recharge sim 2,Tagihan/Utilitas,18620.0
2016-11-30,mobile service provider recharge wfh,Tagihan/Utilitas,47690.0
2016-11-30,leggings,Lain-lain,95000.0
2016-12-01,public provident fund,Lain-lain,7600000.0
2016-12-03,2 milkybar,Makanan/Minuman,3800.0
2016-12-03,colgate max fresh medium,Makanan/Minuman,10450.0
2016-12-04,3 chips packets,Makanan/Minuman,2850.0
2016-12-04,carrets + brinjal + flower,Makanan/Minuman,17100.0
2016-12-04,val + methi + lady finger,Makanan/Minuman,9500.0
2016-12-04,onion 1 kg,Makanan/Minuman,4750.0
2016-12-04,tomato,Makanan/Minuman,5700.0
2016-12-04,kandyachi paat,Makanan/Minuman,1520.0
2016-12-04,kadhipatta + 2 lemon,Makanan/Minuman,1900.0
2016-12-04,gilke,Makanan/Minuman,4750.0
2016-12-04,8 bananas,Makanan/Minuman,3800.0
2016-12-04,pav bhaji pav 3 packets (8pcs each),Makanan/Minuman,8550.0
2016-12-05,mutual fund,Lain-lain,190000.0
2016-12-05,tonic,Lain-lain,29450.0
2016-12-07,mutual fund,Lain-lain,190000.0
2016-12-08,cheese cubes(2),Makanan/Minuman,5700.0
2016-12-08,ott platform 1 subscription,Lain-lain,37810.0
2016-12-09,mobile service provider recharge wfh,Tagihan/Utilitas,57190.0
2016-12-10,mutual fund,Lain-lain,190000.0
2016-12-10,chocobar,Makanan/Minuman,5700.0
2016-12-11,eye drop maxmoist,Kesehatan,48830.0
2016-12-11,doctor fees,Kesehatan,38000.0
2016-12-11,jeevan drop,Lain-lain,8550.0
2016-12-13,kalnirnay calender,Lain-lain,6650.0
2016-12-13,oralb toothbrush with cap,Belanja,4750.0
2016-12-13,farewell contribution,Lain-lain,66500.0
2016-12-14,vegetables,Makanan/Minuman,38000.0
2016-12-17,mobile service provider recharge wfh,Tagihan/Utilitas,57190.0
2016-12-18,pocket money,Lain-lain,380000.0
2016-12-19,2 dabeli,Makanan/Minuman,5700.0
2016-12-19,1 kg mosambi 1 kg apple,Makanan/Minuman,32300.0
2016-12-19,chips 1 kurkure (19) 1 lays (10),Makanan/Minuman,5510.0
2016-12-19,sensitive toothbrush,Belanja,9310.0
2016-12-21,sweater,Lain-lain,356060.0
2016-12-21,place 2 to place 1 - novelty tour and travels,Transportasi,361000.0
2016-12-21,ltt to place 2 cancellation,Transportasi,47842.0
2016-12-22,farewell contribution,Lain-lain,54150.0
2016-12-22,place 5 to place 1 sevagram,Transportasi,2242.0
2016-12-25,mobile service provider recharge wfh,Tagihan/Utilitas,57190.0
2016-12-28,specs,Lain-lain,338200.0
2016-12-28,monaco biscuits,Makanan/Minuman,1900.0
2016-12-29,2 chips packets,Makanan/Minuman,1900.0
2016-12-29,1 sher bajri 1 kg dadar 1 kg makka,Makanan/Minuman,2660.0
2016-12-29,xerox,Lain-lain,4750.0
2016-12-29,nokia 215 mobile for aai,Lain-lain,607050.0
2016-12-29,ltt to place 2 (patna exp) cancellation,Transportasi,76570.0
2016-12-29,tata sky,Tagihan/Utilitas,40660.0
2016-12-30,permanent residence to bus stand,Transportasi,19000.0
2016-12-31,emi 1,Tagihan/Utilitas,535040.0
2016-12-31,strepsils 1 strip,Kesehatan,4560.0
2016-12-31,edible oil,Makanan/Minuman,30400.0
2016-12-31,birthday gift,Lain-lain,208240.0
2016-12-31,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,Makanan/Minuman,71250.0
2016-12-31,milk + butter + biscuits/toast,Makanan/Minuman,14630.0
2016-12-31,1 panipuri,Makanan/Minuman,4750.0
2016-12-31,veg fried rice,Makanan/Minuman,32300.0
2017-01-01,doctor fees,Kesehatan,57000.0
2017-01-01,pizza meal,Makanan/Minuman,64600.0
2017-01-01,fruits and vegetables,Makanan/Minuman,96900.0
2017-01-01,antibiotics,Kesehatan,67260.0
2017-01-01,channi + viper+ ghasni,Belanja,9500.0
2017-01-01,1kg atta,Makanan/Minuman,7600.0
2017-01-02,current residence to place 0,Transportasi,11400.0
2017-01-02,belan,Belanja,20900.0
2017-01-02,1 veg noodles + 1 chicken soup + 1 egg fried rice,Makanan/Minuman,73340.0
2017-01-03,current residence to place 0,Transportasi,5700.0
2017-01-03,edtech course,Tagihan/Utilitas,535215.0
2017-01-03,fruits and vegetables,Makanan/Minuman,26600.0
2017-01-03,pastry 2,Makanan/Minuman,9500.0
2017-01-03,yevle amrutullya,Makanan/Minuman,3800.0
2017-01-03,place 0 to ws returns,Transportasi,3800.0
2017-01-03,milk 0.5 lit,Makanan/Minuman,5890.0
2017-01-03,2 uttapam,Makanan/Minuman,58900.0
2017-01-03,water,Makanan/Minuman,13300.0
2017-01-03,farm house pizza,Makanan/Minuman,62700.0
2017-01-03,imax 3d,Lain-lain,76000.0
2017-01-04,biscuits+icecream,Makanan/Minuman,7600.0
2017-01-05,inverter battery check,Belanja,19000.0
2017-01-05,milk 0.5 lit,Makanan/Minuman,5890.0
2017-01-05,mobile service provider recharge wfh,Tagihan/Utilitas,57190.0
2017-01-06,place 1 to place 2 - novelty tour and travels,Transportasi,265335.0
2017-01-06,veg paneer tikka 3 roti,Makanan/Minuman,55860.0
2017-01-06,milk 0.5 lit,Makanan/Minuman,5890.0
2017-01-06,moscuito racket,Belanja,38000.0
2017-01-06,4 shegaon kachori,Makanan/Minuman,9120.0
2017-01-07,woffel,Makanan/Minuman,33250.0
2017-01-07,current residence to hotel on highway,Transportasi,9500.0
2017-01-08,place 2 bus stand to permanent residence,Transportasi,9500.0
2017-01-08,1 month subscription,Tagihan/Utilitas,28310.0
2017-01-09,hair cut+shaving,Lain-lain,15200.0
2017-01-09,himalaya soap(30) + sofie (59) + kitkat (10),Makanan/Minuman,18810.0
2017-01-10,1 kg apple + bananas,Makanan/Minuman,30400.0
2017-01-11,3 chips packets + bread,Makanan/Minuman,8550.0
2017-01-11,adulsa ( tonic for cough ),Kesehatan,17100.0
2017-01-15,chole + shev,Makanan/Minuman,26600.0
2017-01-15,fruits and vegetables + kirana,Makanan/Minuman,102600.0
2017-01-16,chair pair,Belanja,456000.0
2017-01-16,adhar pvc card order,Lain-lain,9500.0
2017-01-16,ghroad to permanent residence,Transportasi,7600.0
2017-01-19,syrup,Lain-lain,27550.0
2017-01-19,2 bombay vada pav,Makanan/Minuman,3800.0
2017-01-20,mobile service provider recharge wfh,Tagihan/Utilitas,57190.0
2017-01-21,mobile service provider recharge,Tagihan/Utilitas,28310.0
2017-01-22,grocery,Makanan/Minuman,77900.0
2017-01-22,pocket money,Lain-lain,380000.0
2017-01-23,birthday gift,Lain-lain,123310.0
2017-01-23,tata sky,Tagihan/Utilitas,34390.0
2017-01-29,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),Makanan/Minuman,47500.0
2017-01-29,cheese chilli toast sandwich 1,Makanan/Minuman,11400.0
2017-01-29,2 shegaon kachori (nasik),Makanan/Minuman,5700.0
2017-01-29,half liter buffalo,Makanan/Minuman,6650.0
2017-01-29,within city,Transportasi,5700.0
2017-01-29,2 tickets place 2 to n,Transportasi,96900.0
2017-01-29,brown bread,Makanan/Minuman,6650.0
2017-01-30,single pav vada,Makanan/Minuman,2850.0
2017-01-30,half liter buffalo,Makanan/Minuman,6650.0
2017-01-31,half liter buffalo,Makanan/Minuman,6650.0
2017-02-01,half liter buffalo,Makanan/Minuman,6270.0
2017-02-01,mobile service provider recharge wfh,Tagihan/Utilitas,57190.0
2017-02-02,mobile service provider recharge wfh,Tagihan/Utilitas,57190.0
2017-02-02,at restaurant,Makanan/Minuman,220400.0
2017-02-03,parath + chicken biryani,Makanan/Minuman,78328.0
2017-02-03,shreejal 1,Makanan/Minuman,2280.0
2017-02-03,meftal spas,Kesehatan,1520.0
2017-02-03,chicken roll,Makanan/Minuman,9500.0
2017-02-03,parle top biscuits,Makanan/Minuman,1900.0
2017-02-03,edtech course,Tagihan/Utilitas,513019.0
2017-02-04,half liter buffalo,Makanan/Minuman,5700.0
2017-02-04,samosa + sabudana vada,Makanan/Minuman,10070.0
2017-02-04,5 pouch of shreejal,Makanan/Minuman,11400.0
2017-02-04,clothes ironing,Lain-lain,7220.0
2017-02-05,n to m,Transportasi,62700.0
2017-02-05,tea,Makanan/Minuman,1900.0
2017-02-05,within city,Transportasi,7600.0
2017-02-06,jira + toast pav kilo,Makanan/Minuman,20900.0
2017-02-06,vegetables,Makanan/Minuman,37050.0
2017-02-06,half kg chiku,Makanan/Minuman,5700.0
2017-02-06,1 kg apple,Makanan/Minuman,26600.0
2017-02-08,handbag to family,Lain-lain,284810.0
2017-02-11,pocket money,Lain-lain,190000.0
2017-02-11,single pav vada,Makanan/Minuman,1900.0
2017-02-11,courier,Lain-lain,14250.0
2017-02-12,laptop repair (format 350 + quick heal pro 500),Lain-lain,161500.0
2017-02-13,mobile service provider recharge wfh,Tagihan/Utilitas,57190.0
2017-02-16,farewell contribution,Lain-lain,76000.0
2017-02-18,mobile service provider recharge wfh,Tagihan/Utilitas,57190.0
2017-02-18,pocket money,Lain-lain,95000.0
2017-02-19,to family,Lain-lain,4370.0
2017-02-19,sugarcane juice 2,Makanan/Minuman,5700.0
2017-02-19,laminated colour print out,Pendidikan,4750.0
2017-02-19,undergarments pair of jockey,Lain-lain,94620.0
2017-02-21,pav vada,Makanan/Minuman,1900.0
2017-02-22,stamp pad,Pendidikan,5700.0
2017-02-22,place 2 to place 1,Transportasi,1045000.0
2017-02-23,2 vanilla + 2 butterscotch,Makanan/Minuman,15200.0
2017-02-24,at restaurant,Makanan/Minuman,19000.0
2017-02-24,milk 1 lit + butter milk,Makanan/Minuman,14250.0
2017-02-24,3 tea yevle amrutullya,Makanan/Minuman,5700.0
2017-02-25,tube and inverter fitting,Belanja,304000.0
2017-02-25,tata sky,Tagihan/Utilitas,19000.0
2017-02-25,veg paneer tikka 4 roti,Makanan/Minuman,60420.0
2017-02-25,hp cylinder,Belanja,174800.0
2017-02-25,exide inverter battery 150amp,Belanja,1615000.0
2017-02-25,veg triple schwan fried rice,Makanan/Minuman,46930.0
2017-02-26,2 jumbo king burger,Makanan/Minuman,11020.0
2017-02-26,dustbin + basin sink cover,Belanja,68400.0
2017-02-26,kirana,Belanja,160740.0
2017-02-26,current residence to place 0,Transportasi,5700.0
2017-02-26,place 0 to ws returns,Transportasi,3800.0
2017-02-27,2 tb return,Transportasi,7600.0
2017-02-27,current residence to place 0,Transportasi,5700.0
2017-02-27,place 0 to current residence,Transportasi,5700.0
2017-02-27,3 wall clock cell,Belanja,10450.0
2017-02-27,6 chapati(8 rs) + half rice,Makanan/Minuman,16720.0
2017-02-27,milk 1lit  + amul butter milk,Makanan/Minuman,14440.0
2017-02-28,within city,Transportasi,7600.0
2017-02-28,sabudana + rajgira ladu,Makanan/Minuman,16150.0
2017-02-28,place 0 to current residence,Transportasi,5700.0
2017-02-28,2 place 3m to vadala rd,Transportasi,1900.0
2017-02-28,tea,Makanan/Minuman,1900.0
2017-02-28,best 138 - marine drive to place 3m,Transportasi,2280.0
2017-02-28,at restaurant,Makanan/Minuman,459990.0
2017-02-28,2 santacruz to churchgate,Transportasi,3800.0
2017-02-28,sugarcane juice 2,Makanan/Minuman,5700.0
2017-02-28,share auto - mumbai university kalina to santacruz station,Transportasi,7600.0
2017-02-28,current residence to place 0,Transportasi,5700.0
2017-02-28,2 santacruz return,Transportasi,15200.0
2017-02-28,santacruz to kalina university,Transportasi,10830.0
2017-02-28,fine,Lain-lain,76000.0
2017-03-01,measuring tape,Belanja,9500.0
2017-03-03,milk 1 lit + butter milk + srikhand pav kg,Makanan/Minuman,28120.0
2017-03-04,vanilla ice cream cups 2,Makanan/Minuman,3800.0
2017-03-05,plastic kharata + brush,Belanja,26600.0
2017-03-05,grocery,Makanan/Minuman,180310.0
2017-03-05,footwear repair,Lain-lain,1900.0
2017-03-05,sugarcane juice 2,Makanan/Minuman,5700.0
2017-03-05,place 0 to sec 21,Transportasi,5700.0
2017-03-05,current residence to place 0,Transportasi,5700.0
2017-03-05,place 0 to place 6 return 2,Transportasi,3800.0
2017-03-06,milk 1lit,Makanan/Minuman,11780.0
2017-03-06,2 plate medu vada + 2 pcs dal vada,Makanan/Minuman,8550.0
2017-03-07,edtech course,Tagihan/Utilitas,513019.0
2017-03-07,milk 1lit,Makanan/Minuman,11780.0
2017-03-07,vanilla ice cream cups 2,Makanan/Minuman,3800.0
2017-03-07,grocery,Makanan/Minuman,19950.0
2017-03-07,1 kg apple + grapes 0.5 kg,Makanan/Minuman,36100.0
2017-03-08,naturals,Makanan/Minuman,28500.0
2017-03-09,2 schwan chutteny + 2 cheese cube + amul butter,Makanan/Minuman,19000.0
2017-03-09,2 orange juices,Makanan/Minuman,19000.0
2017-03-10,2 place 2 to place 1,Transportasi,303996.0
2017-03-10,mobile service provider freedom pack,Tagihan/Utilitas,56240.0
2017-03-10,3 plate kachori,Makanan/Minuman,13680.0
2017-03-10,milk 1lit,Makanan/Minuman,11780.0
2017-03-11,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,Makanan/Minuman,38000.0
2017-03-11,bhel + shev puri,Makanan/Minuman,11400.0
2017-03-11,2 place 0 to ws returns,Transportasi,3800.0
2017-03-11,2 place 0 to current residence,Transportasi,5700.0
2017-03-12,2 current residence to place 0,Transportasi,5700.0
2017-03-12,2 place 0 to place 4 return,Transportasi,7600.0
2017-03-12,2 batman tickets,Lain-lain,83600.0
2017-03-12,pav bhaji pav(90) + 4 pav extra(40),Makanan/Minuman,24700.0
2017-03-12,2 sugarcane juice,Makanan/Minuman,7600.0
2017-03-12,2 place 0 to current residence,Transportasi,5700.0
2017-03-13,ceiling fans repair,Belanja,304000.0
2017-03-13,grocery,Makanan/Minuman,19000.0
2017-03-13,hair cut,Lain-lain,19000.0
2017-03-13,wall hanging clipboard,Belanja,76000.0
2017-03-14,2 bath stool,Belanja,57000.0
2017-03-15,2 softy,Makanan/Minuman,7600.0
2017-03-15,2 toast+ 2 parle g + marie gold,Belanja,21090.0
2017-03-15,drainage powder,Belanja,9500.0
2017-03-16,6 months ( 30mb ul plan + 1 month free),Tagihan/Utilitas,535800.0
2017-03-18,2 samosa (32) + 25 pani puri,Makanan/Minuman,10830.0
2017-03-18,grapes + apple + guava,Makanan/Minuman,58900.0
2017-03-18,grocery,Makanan/Minuman,30400.0
2017-03-19,mobile service provider freedom pack,Tagihan/Utilitas,56240.0
2017-03-20,2 spike guard,Belanja,85500.0
2017-03-22,2 place 0 to current residence,Transportasi,3800.0
2017-03-22,place 6 to place 2,Transportasi,114000.0
2017-03-22,2 current residence to place 0,Transportasi,5700.0
2017-03-22,2 place 0 to ws returns,Transportasi,3800.0
2017-03-22,within city,Transportasi,6270.0
2017-03-22,mattress advance,Belanja,95000.0
2017-03-22,auto,Transportasi,9500.0
2017-03-22,2 place 6 to place 7,Transportasi,3420.0
2017-03-23,fifa 21 pc,Lain-lain,284810.0
2017-03-23,pocket money,Lain-lain,570000.0
2017-03-23,3 sugarcane juice,Makanan/Minuman,11400.0
2017-03-25,milk 1 lit,Makanan/Minuman,11400.0
2017-03-25,doctor fees,Kesehatan,28500.0
2017-03-25,place 2 to place 1,Transportasi,171000.0
2017-03-25,jel,Kesehatan,20900.0
2017-03-25,tablet,Kesehatan,5510.0
2017-03-25,dahi 2 packets,Makanan/Minuman,3800.0
2017-03-26,milk 1 lit,Makanan/Minuman,11400.0
2017-03-26,smart,Belanja,149340.0
2017-03-27,milk 1lit,Makanan/Minuman,11400.0
2017-03-27,usb cord,Belanja,49400.0
2017-03-28,soda water,Makanan/Minuman,2280.0
2017-03-30,kirana,Belanja,46550.0
2017-03-31,place 4 station to place 4 plaza,Transportasi,2850.0
2017-03-31,2 place 0 to dadar return,Transportasi,11400.0
2017-03-31,dadar west to siddhivinayak,Transportasi,5700.0
2017-03-31,laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),Belanja,475000.0
2017-03-31,2 current residence to place 0,Transportasi,5700.0
2017-03-31,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),Makanan/Minuman,94050.0
2017-03-31,siddhivinayak to shiv sena bhavan,Transportasi,5700.0
2017-03-31,place 0 to current residence,Transportasi,2850.0
2017-04-01,half kg potato,Makanan/Minuman,1900.0
2017-04-01,egg roll,Makanan/Minuman,7600.0
2017-04-01,sambar masala (32)+ 2 milkybar,Makanan/Minuman,9880.0
2017-04-03,edtech course,Tagihan/Utilitas,513019.0
2017-04-03,1 chicken shawarma,Makanan/Minuman,11400.0
2017-04-04,chocobar (25)+ chocolate cup (20),Makanan/Minuman,8550.0
2017-04-06,place 6 to place 2 - 3tier ac cancellation charges,Transportasi,40584.0
2017-04-10,sugarcane juice,Makanan/Minuman,3800.0
2017-04-12,8 pcs meduvada + 4 pcs dal vada + sambar + chatni,Makanan/Minuman,23750.0
2017-04-14,pocket money,Lain-lain,950000.0
2017-04-16,tata sky,Tagihan/Utilitas,36480.0
2017-04-17,h&m clothes,Lain-lain,284430.0
2017-04-17,"the x restaurant, place 1",Makanan/Minuman,204440.0
2017-04-18,milk 1lit,Makanan/Minuman,12160.0
2017-04-18,raspberry dolly,Makanan/Minuman,3800.0
2017-04-20,milk 1lit,Makanan/Minuman,12160.0
2017-04-20,smart point,Belanja,118119.0
2017-04-21,monthly recharge,Tagihan/Utilitas,49590.0
2017-04-21,q-dee strip,Kesehatan,7600.0
2017-04-22,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),Makanan/Minuman,38950.0
2017-04-22,place 0 to vikhroli return,Transportasi,5700.0
2017-04-22,sugarcane juice,Makanan/Minuman,3800.0
2017-04-23,2 veg puff,Makanan/Minuman,7600.0
2017-04-23,ladyfinger pav kg,Makanan/Minuman,2850.0
2017-04-24,family's wristwatch repair,Lain-lain,32300.0
2017-04-25,place 6 station to college,Transportasi,1900.0
2017-04-25,2 kachori,Makanan/Minuman,4560.0
2017-04-25,milk 1lit,Makanan/Minuman,12160.0
2017-04-25,2 place 0 to place 6 return,Transportasi,3800.0
2017-04-25,2 current residence to place 0,Transportasi,5700.0
2017-04-26,farewell contribution,Lain-lain,73150.0
